,Winner,Turn,Strategy,Goal
107,royalblue,42,Passive,BE
108,fuchsia,41,Passive,LA
109,royalblue,44,Passive,BE
110,royalblue,36,Passive,BE
111,fuchsia,38,Passive,LA
112,black,38,Passive,PP
113,royalblue,36,Passive,BE
114,royalblue,37,Passive,BE
115,black,41,Passive,PP
116,royalblue,41,Passive,BE
117,royalblue,49,Passive,BE
118,royalblue,48,Passive,BE
119,fuchsia,46,Passive,LA
120,royalblue,67,Passive,BE
121,black,38,Passive,PP
122,black,49,Passive,PP
123,royalblue,43,Passive,BE
124,royalblue,42,Passive,BE
125,royalblue,47,Passive,BE
126,fuchsia,40,Passive,LA
127,royalblue,39,Passive,BE
128,fuchsia,59,Passive,LA
129,fuchsia,47,Passive,LA
130,fuchsia,49,Passive,LA
131,royalblue,51,Passive,BE
132,black,52,Passive,PP
133,royalblue,32,Passive,BE
134,royalblue,52,Passive,BE
135,royalblue,36,Passive,BE
136,royalblue,39,Passive,BE
137,fuchsia,37,Passive,LA
138,royalblue,41,Passive,BE
139,royalblue,41,Passive,BE
140,black,41,Passive,PP
141,fuchsia,55,Passive,LA
142,royalblue,46,Passive,BE
143,royalblue,33,Passive,BE
144,royalblue,46,Passive,BE
145,royalblue,48,Passive,BE
146,black,44,Passive,PP
147,royalblue,34,Passive,BE
148,fuchsia,42,Passive,LA
149,royalblue,32,Passive,BE
150,royalblue,49,Passive,BE
151,fuchsia,35,Passive,LA
152,royalblue,36,Passive,BE
153,royalblue,38,Passive,BE
154,fuchsia,52,Passive,LA
155,black,42,Passive,PP
156,black,58,Passive,PP
157,royalblue,36,Passive,BE
158,royalblue,53,Passive,BE
159,royalblue,39,Passive,BE
160,fuchsia,43,Passive,LA
161,royalblue,34,Passive,BE
162,royalblue,43,Passive,BE
163,royalblue,41,Passive,BE
164,royalblue,36,Passive,BE
165,royalblue,49,Passive,BE
166,fuchsia,39,Passive,LA
167,fuchsia,46,Passive,LA
168,royalblue,40,Passive,BE
169,black,51,Passive,PP
170,black,52,Passive,PP
171,fuchsia,44,Passive,LA
172,fuchsia,44,Passive,LA
173,royalblue,36,Passive,BE
174,fuchsia,48,Passive,LA
175,royalblue,41,Passive,BE
176,fuchsia,44,Passive,LA
177,royalblue,35,Passive,BE
178,fuchsia,60,Passive,LA
179,royalblue,43,Passive,BE
180,fuchsia,39,Passive,LA
181,royalblue,39,Passive,BE
182,royalblue,47,Passive,BE
183,royalblue,30,Passive,BE
184,royalblue,39,Passive,BE
185,fuchsia,44,Passive,LA
186,royalblue,40,Passive,BE
187,fuchsia,40,Passive,LA
188,royalblue,42,Passive,BE
189,fuchsia,67,Passive,LA
190,fuchsia,44,Passive,LA
191,black,34,Passive,PP
192,royalblue,32,Passive,BE
193,royalblue,37,Passive,BE
194,royalblue,40,Passive,BE
195,royalblue,42,Passive,BE
196,royalblue,39,Passive,BE
197,royalblue,32,Passive,BE
198,royalblue,44,Passive,BE
199,black,46,Passive,PP
200,royalblue,41,Neutral,BE
201,fuchsia,37,Neutral,LA
202,royalblue,36,Neutral,BE
203,royalblue,34,Neutral,BE
204,royalblue,26,Neutral,BE
205,royalblue,31,Neutral,BE
206,fuchsia,40,Neutral,LA
207,fuchsia,43,Neutral,LA
208,black,49,Neutral,PP
209,royalblue,31,Neutral,BE
210,fuchsia,40,Neutral,LA
211,fuchsia,31,Neutral,LA
212,royalblue,29,Neutral,BE
213,royalblue,42,Neutral,BE
214,fuchsia,36,Neutral,LA
215,black,27,Neutral,PP
216,royalblue,32,Neutral,BE
217,royalblue,31,Neutral,BE
218,royalblue,40,Neutral,BE
219,royalblue,46,Neutral,BE
220,royalblue,33,Neutral,BE
221,royalblue,33,Neutral,BE
222,fuchsia,40,Neutral,LA
223,royalblue,27,Neutral,BE
224,royalblue,32,Neutral,BE
225,royalblue,37,Neutral,BE
226,royalblue,40,Neutral,BE
227,fuchsia,48,Neutral,LA
228,royalblue,23,Neutral,BE
229,royalblue,45,Neutral,BE
230,royalblue,40,Neutral,BE
231,royalblue,32,Neutral,BE
232,royalblue,37,Neutral,BE
233,black,33,Neutral,PP
234,fuchsia,38,Neutral,LA
235,fuchsia,43,Neutral,LA
236,fuchsia,50,Neutral,LA
237,royalblue,43,Neutral,BE
238,fuchsia,25,Neutral,LA
239,fuchsia,32,Neutral,LA
240,royalblue,33,Neutral,BE
241,royalblue,38,Neutral,BE
242,royalblue,43,Neutral,BE
243,fuchsia,36,Neutral,LA
244,royalblue,32,Neutral,BE
245,black,37,Neutral,PP
246,royalblue,30,Neutral,BE
247,royalblue,38,Neutral,BE
248,royalblue,46,Neutral,BE
249,royalblue,41,Neutral,BE
250,fuchsia,38,Neutral,LA
251,royalblue,29,Neutral,BE
252,royalblue,41,Neutral,BE
253,royalblue,37,Neutral,BE
254,fuchsia,42,Neutral,LA
255,royalblue,29,Neutral,BE
256,fuchsia,37,Neutral,LA
257,fuchsia,35,Neutral,LA
258,royalblue,35,Neutral,BE
259,royalblue,24,Neutral,BE
260,black,45,Neutral,PP
261,black,33,Neutral,PP
262,fuchsia,39,Neutral,LA
263,royalblue,31,Neutral,BE
264,fuchsia,36,Neutral,LA
265,royalblue,29,Neutral,BE
266,fuchsia,39,Neutral,LA
267,royalblue,31,Neutral,BE
268,royalblue,33,Neutral,BE
269,royalblue,30,Neutral,BE
270,royalblue,38,Neutral,BE
271,royalblue,41,Neutral,BE
272,royalblue,39,Neutral,BE
273,fuchsia,44,Neutral,LA
274,royalblue,35,Neutral,BE
275,royalblue,28,Neutral,BE
276,royalblue,29,Neutral,BE
277,royalblue,30,Neutral,BE
278,royalblue,45,Neutral,BE
279,royalblue,42,Neutral,BE
280,fuchsia,39,Neutral,LA
281,fuchsia,39,Neutral,LA
282,fuchsia,34,Neutral,LA
283,black,31,Neutral,PP
284,royalblue,32,Neutral,BE
285,fuchsia,42,Neutral,LA
286,royalblue,36,Neutral,BE
287,royalblue,35,Neutral,BE
288,royalblue,24,Neutral,BE
289,royalblue,33,Neutral,BE
290,royalblue,40,Neutral,BE
291,royalblue,24,Neutral,BE
292,fuchsia,31,Neutral,LA
293,royalblue,36,Neutral,BE
294,royalblue,38,Neutral,BE
295,royalblue,37,Neutral,BE
296,black,35,Neutral,PP
297,fuchsia,28,Neutral,LA
298,royalblue,32,Neutral,BE
299,royalblue,34,Neutral,BE
300,black,43,Neutral,PP
301,royalblue,37,Neutral,BE
302,royalblue,34,Neutral,BE
303,royalblue,48,Neutral,BE
304,black,42,Neutral,PP
305,royalblue,37,Neutral,BE
306,royalblue,32,Neutral,BE
307,royalblue,38,Neutral,BE
308,fuchsia,34,Neutral,LA
309,fuchsia,38,Neutral,LA
310,royalblue,36,Neutral,BE
311,royalblue,32,Neutral,BE
312,royalblue,29,Neutral,BE
313,royalblue,32,Neutral,BE
314,royalblue,31,Neutral,BE
315,royalblue,27,Neutral,BE
316,royalblue,39,Neutral,BE
317,royalblue,35,Neutral,BE
318,royalblue,35,Neutral,BE
319,black,43,Neutral,PP
320,royalblue,32,Neutral,BE
321,royalblue,31,Neutral,BE
322,fuchsia,36,Neutral,LA
323,royalblue,32,Neutral,BE
324,royalblue,34,Neutral,BE
325,royalblue,32,Neutral,BE
326,royalblue,40,Neutral,BE
327,royalblue,33,Neutral,BE
328,royalblue,29,Neutral,BE
329,fuchsia,39,Neutral,LA
330,fuchsia,35,Neutral,LA
331,royalblue,31,Neutral,BE
332,royalblue,28,Neutral,BE
333,royalblue,38,Neutral,BE
334,royalblue,38,Neutral,BE
335,royalblue,31,Neutral,BE
336,fuchsia,44,Neutral,LA
337,fuchsia,38,Neutral,LA
338,fuchsia,40,Neutral,LA
339,royalblue,34,Neutral,BE
340,royalblue,44,Neutral,BE
341,black,30,Neutral,PP
342,royalblue,42,Neutral,BE
343,royalblue,36,Neutral,BE
344,royalblue,44,Neutral,BE
345,royalblue,30,Neutral,BE
346,royalblue,29,Neutral,BE
347,fuchsia,58,Neutral,LA
348,fuchsia,37,Neutral,LA
349,royalblue,32,Neutral,BE
350,fuchsia,35,Neutral,LA
351,royalblue,38,Neutral,BE
352,black,41,Neutral,PP
353,royalblue,37,Neutral,BE
354,royalblue,41,Neutral,BE
355,royalblue,47,Neutral,BE
356,fuchsia,37,Neutral,LA
357,black,35,Neutral,PP
358,fuchsia,36,Neutral,LA
359,royalblue,25,Neutral,BE
360,black,29,Neutral,PP
361,royalblue,35,Neutral,BE
362,royalblue,29,Neutral,BE
363,royalblue,36,Neutral,BE
364,royalblue,39,Neutral,BE
365,fuchsia,37,Neutral,LA
366,royalblue,45,Neutral,BE
367,fuchsia,40,Neutral,LA
368,fuchsia,38,Neutral,LA
369,royalblue,43,Neutral,BE
370,royalblue,27,Neutral,BE
371,royalblue,34,Neutral,BE
372,royalblue,36,Neutral,BE
373,fuchsia,32,Neutral,LA
374,royalblue,26,Neutral,BE
375,royalblue,29,Neutral,BE
376,royalblue,32,Neutral,BE
377,royalblue,41,Neutral,BE
378,black,33,Neutral,PP
379,fuchsia,43,Neutral,LA
380,royalblue,41,Neutral,BE
381,royalblue,39,Neutral,BE
382,royalblue,41,Neutral,BE
383,royalblue,32,Neutral,BE
384,fuchsia,43,Neutral,LA
385,royalblue,38,Neutral,BE
386,fuchsia,37,Neutral,LA
387,royalblue,38,Neutral,BE
388,fuchsia,32,Neutral,LA
389,fuchsia,41,Neutral,LA
390,royalblue,36,Neutral,BE
391,royalblue,37,Neutral,BE
392,royalblue,32,Neutral,BE
393,fuchsia,37,Neutral,LA
394,royalblue,31,Neutral,BE
395,royalblue,26,Neutral,BE
396,royalblue,44,Neutral,BE
397,fuchsia,39,Neutral,LA
398,fuchsia,31,Neutral,LA
399,royalblue,43,Neutral,BE
400,black,27,Aggressive,PP
401,fuchsia,24,Aggressive,LA
402,royalblue,30,Aggressive,BE
403,fuchsia,25,Aggressive,LA
404,royalblue,32,Aggressive,BE
405,fuchsia,27,Aggressive,LA
406,royalblue,35,Aggressive,BE
407,black,39,Aggressive,PP
408,black,35,Aggressive,PP
409,royalblue,37,Aggressive,BE
410,fuchsia,41,Aggressive,LA
411,royalblue,25,Aggressive,BE
412,fuchsia,31,Aggressive,LA
413,royalblue,29,Aggressive,BE
414,black,39,Aggressive,PP
415,fuchsia,24,Aggressive,LA
416,royalblue,26,Aggressive,BE
417,black,26,Aggressive,PP
418,fuchsia,24,Aggressive,LA
419,royalblue,30,Aggressive,BE
420,royalblue,29,Aggressive,BE
421,fuchsia,32,Aggressive,LA
422,royalblue,29,Aggressive,BE
423,royalblue,27,Aggressive,BE
424,royalblue,36,Aggressive,BE
425,royalblue,26,Aggressive,BE
426,fuchsia,28,Aggressive,LA
427,royalblue,30,Aggressive,BE
428,royalblue,26,Aggressive,BE
429,fuchsia,31,Aggressive,LA
430,black,31,Aggressive,PP
431,fuchsia,27,Aggressive,LA
432,royalblue,31,Aggressive,BE
433,royalblue,27,Aggressive,BE
434,royalblue,32,Aggressive,BE
435,royalblue,25,Aggressive,BE
436,black,27,Aggressive,PP
437,royalblue,38,Aggressive,BE
438,black,34,Aggressive,PP
439,fuchsia,26,Aggressive,LA
440,royalblue,30,Aggressive,BE
441,fuchsia,40,Aggressive,LA
442,fuchsia,23,Aggressive,LA
443,royalblue,32,Aggressive,BE
444,royalblue,33,Aggressive,BE
445,royalblue,24,Aggressive,BE
446,royalblue,30,Aggressive,BE
447,royalblue,27,Aggressive,BE
448,royalblue,32,Aggressive,BE
449,royalblue,32,Aggressive,BE
450,royalblue,28,Aggressive,BE
451,fuchsia,28,Aggressive,LA
452,fuchsia,24,Aggressive,LA
453,fuchsia,33,Aggressive,LA
454,royalblue,30,Aggressive,BE
455,royalblue,29,Aggressive,BE
456,fuchsia,30,Aggressive,LA
457,royalblue,26,Aggressive,BE
458,fuchsia,37,Aggressive,LA
459,fuchsia,34,Aggressive,LA
460,royalblue,36,Aggressive,BE
461,royalblue,35,Aggressive,BE
462,fuchsia,26,Aggressive,LA
463,royalblue,28,Aggressive,BE
464,royalblue,31,Aggressive,BE
465,fuchsia,30,Aggressive,LA
466,royalblue,25,Aggressive,BE
467,fuchsia,34,Aggressive,LA
468,black,36,Aggressive,PP
469,royalblue,28,Aggressive,BE
470,royalblue,25,Aggressive,BE
471,royalblue,30,Aggressive,BE
472,fuchsia,30,Aggressive,LA
473,royalblue,30,Aggressive,BE
474,royalblue,33,Aggressive,BE
475,royalblue,37,Aggressive,BE
476,royalblue,32,Aggressive,BE
477,fuchsia,30,Aggressive,LA
478,royalblue,24,Aggressive,BE
479,royalblue,27,Aggressive,BE
480,royalblue,37,Aggressive,BE
481,fuchsia,29,Aggressive,LA
482,royalblue,32,Aggressive,BE
483,royalblue,39,Aggressive,BE
484,royalblue,31,Aggressive,BE
485,fuchsia,26,Aggressive,LA
486,fuchsia,25,Aggressive,LA
487,royalblue,30,Aggressive,BE
488,fuchsia,34,Aggressive,LA
489,royalblue,28,Aggressive,BE
490,royalblue,27,Aggressive,BE
491,fuchsia,32,Aggressive,LA
492,royalblue,29,Aggressive,BE
493,fuchsia,28,Aggressive,LA
494,fuchsia,28,Aggressive,LA
495,royalblue,27,Aggressive,BE
496,royalblue,34,Aggressive,BE
497,fuchsia,26,Aggressive,LA
498,fuchsia,40,Aggressive,LA
499,royalblue,26,Aggressive,BE
500,royalblue,43,Aggressive,BE
501,fuchsia,23,Aggressive,LA
502,royalblue,33,Aggressive,BE
503,royalblue,27,Aggressive,BE
504,royalblue,32,Aggressive,BE
505,royalblue,35,Aggressive,BE
506,royalblue,27,Aggressive,BE
507,fuchsia,30,Aggressive,LA
508,fuchsia,38,Aggressive,LA
509,fuchsia,27,Aggressive,LA
510,fuchsia,37,Aggressive,LA
511,royalblue,36,Aggressive,BE
512,royalblue,33,Aggressive,BE
513,royalblue,36,Aggressive,BE
514,royalblue,39,Aggressive,BE
515,fuchsia,28,Aggressive,LA
516,royalblue,26,Aggressive,BE
517,black,24,Aggressive,PP
518,black,28,Aggressive,PP
519,royalblue,40,Aggressive,BE
520,royalblue,28,Aggressive,BE
521,royalblue,28,Aggressive,BE
522,fuchsia,31,Aggressive,LA
523,royalblue,29,Aggressive,BE
524,black,44,Aggressive,PP
525,fuchsia,27,Aggressive,LA
526,fuchsia,29,Aggressive,LA
527,royalblue,39,Aggressive,BE
528,royalblue,34,Aggressive,BE
529,royalblue,29,Aggressive,BE
530,royalblue,24,Aggressive,BE
531,royalblue,30,Aggressive,BE
532,royalblue,27,Aggressive,BE
533,royalblue,32,Aggressive,BE
534,fuchsia,28,Aggressive,LA
535,royalblue,23,Aggressive,BE
536,royalblue,29,Aggressive,BE
537,royalblue,36,Aggressive,BE
538,royalblue,24,Aggressive,BE
539,fuchsia,28,Aggressive,LA
540,royalblue,27,Aggressive,BE
541,royalblue,31,Aggressive,BE
542,fuchsia,31,Aggressive,LA
543,royalblue,30,Aggressive,BE
544,royalblue,27,Aggressive,BE
545,royalblue,28,Aggressive,BE
546,royalblue,46,Aggressive,BE
547,royalblue,29,Aggressive,BE
548,royalblue,31,Aggressive,BE
549,fuchsia,24,Aggressive,LA
550,royalblue,24,Aggressive,BE
551,royalblue,29,Aggressive,BE
552,royalblue,20,Aggressive,BE
553,fuchsia,34,Aggressive,LA
554,fuchsia,26,Aggressive,LA
555,royalblue,27,Aggressive,BE
556,royalblue,30,Aggressive,BE
557,royalblue,24,Aggressive,BE
558,black,36,Aggressive,PP
559,royalblue,28,Aggressive,BE
560,royalblue,35,Aggressive,BE
561,fuchsia,30,Aggressive,LA
562,royalblue,26,Aggressive,BE
563,royalblue,32,Aggressive,BE
564,royalblue,31,Aggressive,BE
565,royalblue,36,Aggressive,BE
566,fuchsia,30,Aggressive,LA
567,royalblue,28,Aggressive,BE
568,fuchsia,32,Aggressive,LA
569,royalblue,38,Aggressive,BE
570,royalblue,32,Aggressive,BE
571,royalblue,31,Aggressive,BE
572,fuchsia,30,Aggressive,LA
573,royalblue,25,Aggressive,BE
574,black,37,Aggressive,PP
575,royalblue,35,Aggressive,BE
576,fuchsia,38,Aggressive,LA
577,royalblue,31,Aggressive,BE
578,fuchsia,31,Aggressive,LA
579,royalblue,32,Aggressive,BE
580,fuchsia,27,Aggressive,LA
581,royalblue,27,Aggressive,BE
582,royalblue,31,Aggressive,BE
583,royalblue,31,Aggressive,BE
584,royalblue,23,Aggressive,BE
585,black,30,Aggressive,PP
586,royalblue,21,Aggressive,BE
587,royalblue,23,Aggressive,BE
588,black,28,Aggressive,PP
589,royalblue,33,Aggressive,BE
590,royalblue,24,Aggressive,BE
591,royalblue,24,Aggressive,BE
592,royalblue,26,Aggressive,BE
593,royalblue,28,Aggressive,BE
594,fuchsia,23,Aggressive,LA
595,royalblue,34,Aggressive,BE
596,royalblue,27,Aggressive,BE
597,fuchsia,27,Aggressive,LA
598,fuchsia,23,Aggressive,LA
599,royalblue,22,Aggressive,BE
