,Winner,Turn,Strategy,Goal
209,royalblue,25,Neutral,BE
210,royalblue,24,Neutral,BE
211,royalblue,25,Neutral,BE
212,black,28,Neutral,PP
213,royalblue,19,Neutral,BE
214,royalblue,19,Neutral,BE
215,black,25,Neutral,PP
216,royalblue,22,Neutral,BE
217,royalblue,22,Neutral,BE
218,royalblue,22,Neutral,BE
219,royalblue,21,Neutral,BE
220,royalblue,24,Neutral,BE
221,black,18,Neutral,PP
222,black,25,Neutral,PP
223,fuchsia,25,Neutral,LA
224,royalblue,22,Neutral,BE
225,royalblue,18,Neutral,BE
226,fuchsia,29,Neutral,LA
227,royalblue,17,Neutral,BE
228,royalblue,22,Neutral,BE
229,royalblue,28,Neutral,BE
230,royalblue,17,Neutral,BE
231,fuchsia,18,Neutral,LA
232,fuchsia,33,Neutral,LA
233,black,21,Neutral,PP
234,royalblue,27,Neutral,BE
235,royalblue,21,Neutral,BE
236,royalblue,24,Neutral,BE
237,royalblue,28,Neutral,BE
238,royalblue,19,Neutral,BE
239,royalblue,24,Neutral,BE
240,fuchsia,24,Neutral,LA
241,royalblue,26,Neutral,BE
242,royalblue,30,Neutral,BE
243,fuchsia,20,Neutral,LA
244,royalblue,22,Neutral,BE
245,fuchsia,23,Neutral,LA
246,fuchsia,27,Neutral,LA
247,black,26,Neutral,PP
248,royalblue,25,Neutral,BE
249,fuchsia,15,Neutral,LA
250,black,27,Neutral,PP
251,royalblue,18,Neutral,BE
252,royalblue,27,Neutral,BE
253,royalblue,21,Neutral,BE
254,royalblue,22,Neutral,BE
255,royalblue,23,Neutral,BE
256,black,25,Neutral,PP
257,royalblue,30,Neutral,BE
258,royalblue,19,Neutral,BE
259,royalblue,25,Neutral,BE
260,royalblue,27,Neutral,BE
261,royalblue,26,Neutral,BE
262,royalblue,26,Neutral,BE
263,royalblue,22,Neutral,BE
264,royalblue,33,Neutral,BE
265,royalblue,28,Neutral,BE
266,royalblue,15,Neutral,BE
267,royalblue,33,Neutral,BE
268,royalblue,20,Neutral,BE
269,fuchsia,23,Neutral,LA
270,royalblue,22,Neutral,BE
271,royalblue,17,Neutral,BE
272,fuchsia,24,Neutral,LA
273,fuchsia,26,Neutral,LA
274,black,25,Neutral,PP
275,fuchsia,23,Neutral,LA
276,black,20,Neutral,PP
277,fuchsia,20,Neutral,LA
278,royalblue,20,Neutral,BE
279,royalblue,27,Neutral,BE
280,royalblue,19,Neutral,BE
281,royalblue,16,Neutral,BE
282,fuchsia,24,Neutral,LA
283,royalblue,21,Neutral,BE
284,black,28,Neutral,PP
285,royalblue,24,Neutral,BE
286,fuchsia,25,Neutral,LA
287,royalblue,18,Neutral,BE
288,fuchsia,30,Neutral,LA
289,fuchsia,27,Neutral,LA
290,royalblue,21,Neutral,BE
291,royalblue,20,Neutral,BE
292,royalblue,24,Neutral,BE
293,royalblue,22,Neutral,BE
294,fuchsia,28,Neutral,LA
295,royalblue,22,Neutral,BE
296,royalblue,31,Neutral,BE
297,fuchsia,26,Neutral,LA
298,fuchsia,25,Neutral,LA
299,royalblue,21,Neutral,BE
300,royalblue,20,Neutral,BE
301,royalblue,26,Neutral,BE
302,royalblue,24,Neutral,BE
303,royalblue,20,Neutral,BE
304,fuchsia,28,Neutral,LA
305,royalblue,20,Neutral,BE
306,fuchsia,26,Neutral,LA
307,black,27,Neutral,PP
308,fuchsia,25,Neutral,LA
309,royalblue,20,Neutral,BE
310,fuchsia,25,Neutral,LA
311,royalblue,24,Neutral,BE
312,royalblue,24,Neutral,BE
313,royalblue,19,Neutral,BE
314,royalblue,26,Neutral,BE
315,black,30,Neutral,PP
316,royalblue,22,Neutral,BE
317,royalblue,26,Neutral,BE
318,black,26,Neutral,PP
319,fuchsia,24,Neutral,LA
320,fuchsia,21,Neutral,LA
321,royalblue,20,Neutral,BE
322,black,21,Neutral,PP
323,royalblue,24,Neutral,BE
324,royalblue,19,Neutral,BE
325,royalblue,24,Neutral,BE
326,black,29,Neutral,PP
327,royalblue,19,Neutral,BE
328,royalblue,23,Neutral,BE
329,royalblue,28,Neutral,BE
330,royalblue,21,Neutral,BE
331,fuchsia,21,Neutral,LA
332,royalblue,17,Neutral,BE
333,royalblue,22,Neutral,BE
334,black,30,Neutral,PP
335,royalblue,26,Neutral,BE
336,black,26,Neutral,PP
337,royalblue,21,Neutral,BE
338,fuchsia,23,Neutral,LA
339,royalblue,22,Neutral,BE
340,royalblue,20,Neutral,BE
341,black,27,Neutral,PP
342,royalblue,32,Neutral,BE
343,fuchsia,26,Neutral,LA
344,black,25,Neutral,PP
345,fuchsia,25,Neutral,LA
346,royalblue,18,Neutral,BE
347,fuchsia,25,Neutral,LA
348,black,32,Neutral,PP
349,royalblue,25,Neutral,BE
350,royalblue,22,Neutral,BE
351,royalblue,26,Neutral,BE
352,royalblue,27,Neutral,BE
353,royalblue,24,Neutral,BE
354,fuchsia,22,Neutral,LA
355,fuchsia,24,Neutral,LA
356,royalblue,18,Neutral,BE
357,fuchsia,22,Neutral,LA
358,royalblue,23,Neutral,BE
359,royalblue,25,Neutral,BE
360,royalblue,20,Neutral,BE
361,royalblue,24,Neutral,BE
362,royalblue,27,Neutral,BE
363,royalblue,21,Neutral,BE
364,fuchsia,27,Neutral,LA
365,royalblue,18,Neutral,BE
366,fuchsia,25,Neutral,LA
367,fuchsia,24,Neutral,LA
368,royalblue,21,Neutral,BE
369,black,27,Neutral,PP
370,black,22,Neutral,PP
371,royalblue,27,Neutral,BE
372,fuchsia,26,Neutral,LA
373,black,24,Neutral,PP
374,royalblue,28,Neutral,BE
375,royalblue,29,Neutral,BE
376,black,32,Neutral,PP
377,black,29,Neutral,PP
378,royalblue,26,Neutral,BE
379,royalblue,22,Neutral,BE
380,fuchsia,29,Neutral,LA
381,royalblue,23,Neutral,BE
382,royalblue,26,Neutral,BE
383,fuchsia,23,Neutral,LA
384,royalblue,20,Neutral,BE
385,royalblue,21,Neutral,BE
386,fuchsia,25,Neutral,LA
387,royalblue,30,Neutral,BE
388,royalblue,22,Neutral,BE
389,royalblue,27,Neutral,BE
390,royalblue,28,Neutral,BE
391,black,19,Neutral,PP
392,royalblue,29,Neutral,BE
393,royalblue,31,Neutral,BE
394,royalblue,18,Neutral,BE
395,fuchsia,32,Neutral,LA
396,black,22,Neutral,PP
397,black,29,Neutral,PP
398,royalblue,22,Neutral,BE
399,royalblue,26,Neutral,BE
400,royalblue,21,Aggressive,BE
401,royalblue,21,Aggressive,BE
402,royalblue,19,Aggressive,BE
403,royalblue,22,Aggressive,BE
404,royalblue,20,Aggressive,BE
405,royalblue,31,Aggressive,BE
406,fuchsia,18,Aggressive,LA
407,fuchsia,16,Aggressive,LA
408,royalblue,19,Aggressive,BE
409,fuchsia,20,Aggressive,LA
410,royalblue,20,Aggressive,BE
411,royalblue,21,Aggressive,BE
412,royalblue,23,Aggressive,BE
413,fuchsia,23,Aggressive,LA
414,fuchsia,20,Aggressive,LA
415,black,22,Aggressive,PP
416,fuchsia,17,Aggressive,LA
417,royalblue,24,Aggressive,BE
418,fuchsia,18,Aggressive,LA
419,fuchsia,26,Aggressive,LA
420,fuchsia,15,Aggressive,LA
421,fuchsia,19,Aggressive,LA
422,royalblue,19,Aggressive,BE
423,fuchsia,20,Aggressive,LA
424,royalblue,17,Aggressive,BE
425,royalblue,18,Aggressive,BE
426,fuchsia,16,Aggressive,LA
427,fuchsia,21,Aggressive,LA
428,royalblue,18,Aggressive,BE
429,fuchsia,23,Aggressive,LA
430,fuchsia,24,Aggressive,LA
431,fuchsia,21,Aggressive,LA
432,royalblue,25,Aggressive,BE
433,royalblue,19,Aggressive,BE
434,royalblue,13,Aggressive,BE
435,royalblue,18,Aggressive,BE
436,royalblue,18,Aggressive,BE
437,fuchsia,25,Aggressive,LA
438,fuchsia,17,Aggressive,LA
439,royalblue,22,Aggressive,BE
440,fuchsia,26,Aggressive,LA
441,fuchsia,21,Aggressive,LA
442,royalblue,16,Aggressive,BE
443,royalblue,22,Aggressive,BE
444,royalblue,20,Aggressive,BE
445,fuchsia,26,Aggressive,LA
446,fuchsia,26,Aggressive,LA
447,royalblue,18,Aggressive,BE
448,royalblue,22,Aggressive,BE
449,black,22,Aggressive,PP
450,royalblue,22,Aggressive,BE
451,royalblue,17,Aggressive,BE
452,fuchsia,20,Aggressive,LA
453,royalblue,28,Aggressive,BE
454,royalblue,20,Aggressive,BE
455,royalblue,20,Aggressive,BE
456,fuchsia,17,Aggressive,LA
457,fuchsia,19,Aggressive,LA
458,fuchsia,18,Aggressive,LA
459,royalblue,21,Aggressive,BE
460,royalblue,14,Aggressive,BE
461,royalblue,18,Aggressive,BE
462,royalblue,26,Aggressive,BE
463,royalblue,22,Aggressive,BE
464,royalblue,23,Aggressive,BE
465,royalblue,24,Aggressive,BE
466,fuchsia,19,Aggressive,LA
467,fuchsia,16,Aggressive,LA
468,royalblue,25,Aggressive,BE
469,black,18,Aggressive,PP
470,royalblue,20,Aggressive,BE
471,fuchsia,26,Aggressive,LA
472,royalblue,18,Aggressive,BE
473,royalblue,20,Aggressive,BE
474,royalblue,25,Aggressive,BE
475,royalblue,23,Aggressive,BE
476,royalblue,23,Aggressive,BE
477,fuchsia,17,Aggressive,LA
478,royalblue,22,Aggressive,BE
479,royalblue,21,Aggressive,BE
480,royalblue,24,Aggressive,BE
481,black,24,Aggressive,PP
482,royalblue,22,Aggressive,BE
483,fuchsia,22,Aggressive,LA
484,royalblue,18,Aggressive,BE
485,royalblue,18,Aggressive,BE
486,royalblue,23,Aggressive,BE
487,fuchsia,21,Aggressive,LA
488,royalblue,17,Aggressive,BE
489,fuchsia,21,Aggressive,LA
490,black,19,Aggressive,PP
491,fuchsia,15,Aggressive,LA
492,royalblue,18,Aggressive,BE
493,black,20,Aggressive,PP
494,black,22,Aggressive,PP
495,fuchsia,23,Aggressive,LA
496,royalblue,21,Aggressive,BE
497,fuchsia,16,Aggressive,LA
498,royalblue,20,Aggressive,BE
499,black,19,Aggressive,PP
500,fuchsia,18,Aggressive,LA
501,royalblue,17,Aggressive,BE
502,royalblue,25,Aggressive,BE
503,royalblue,18,Aggressive,BE
504,fuchsia,24,Aggressive,LA
505,black,57,Aggressive,PP
506,fuchsia,18,Aggressive,LA
507,fuchsia,20,Aggressive,LA
508,royalblue,14,Aggressive,BE
509,royalblue,21,Aggressive,BE
510,royalblue,17,Aggressive,BE
511,fuchsia,21,Aggressive,LA
512,royalblue,18,Aggressive,BE
513,black,29,Aggressive,PP
514,royalblue,21,Aggressive,BE
515,black,22,Aggressive,PP
516,royalblue,25,Aggressive,BE
517,royalblue,21,Aggressive,BE
518,royalblue,25,Aggressive,BE
519,royalblue,17,Aggressive,BE
520,fuchsia,26,Aggressive,LA
521,royalblue,17,Aggressive,BE
522,royalblue,20,Aggressive,BE
523,royalblue,21,Aggressive,BE
524,royalblue,21,Aggressive,BE
525,fuchsia,20,Aggressive,LA
526,fuchsia,30,Aggressive,LA
527,fuchsia,29,Aggressive,LA
528,royalblue,21,Aggressive,BE
529,fuchsia,18,Aggressive,LA
530,black,24,Aggressive,PP
531,royalblue,17,Aggressive,BE
532,royalblue,16,Aggressive,BE
533,royalblue,23,Aggressive,BE
534,royalblue,20,Aggressive,BE
535,royalblue,16,Aggressive,BE
536,fuchsia,21,Aggressive,LA
537,royalblue,16,Aggressive,BE
538,royalblue,21,Aggressive,BE
539,fuchsia,17,Aggressive,LA
540,royalblue,21,Aggressive,BE
541,royalblue,15,Aggressive,BE
542,fuchsia,22,Aggressive,LA
543,fuchsia,16,Aggressive,LA
544,royalblue,22,Aggressive,BE
545,royalblue,24,Aggressive,BE
546,royalblue,20,Aggressive,BE
547,fuchsia,17,Aggressive,LA
548,royalblue,22,Aggressive,BE
549,fuchsia,25,Aggressive,LA
550,royalblue,15,Aggressive,BE
551,royalblue,19,Aggressive,BE
552,fuchsia,21,Aggressive,LA
553,royalblue,14,Aggressive,BE
554,fuchsia,19,Aggressive,LA
555,royalblue,20,Aggressive,BE
556,royalblue,20,Aggressive,BE
557,royalblue,17,Aggressive,BE
558,fuchsia,25,Aggressive,LA
559,royalblue,25,Aggressive,BE
560,fuchsia,23,Aggressive,LA
561,royalblue,20,Aggressive,BE
562,royalblue,22,Aggressive,BE
563,fuchsia,20,Aggressive,LA
564,fuchsia,22,Aggressive,LA
565,fuchsia,24,Aggressive,LA
566,fuchsia,17,Aggressive,LA
567,royalblue,21,Aggressive,BE
568,royalblue,20,Aggressive,BE
569,royalblue,23,Aggressive,BE
570,royalblue,17,Aggressive,BE
571,royalblue,28,Aggressive,BE
572,royalblue,18,Aggressive,BE
573,fuchsia,24,Aggressive,LA
574,royalblue,19,Aggressive,BE
575,royalblue,19,Aggressive,BE
576,royalblue,23,Aggressive,BE
577,fuchsia,19,Aggressive,LA
578,royalblue,21,Aggressive,BE
579,royalblue,19,Aggressive,BE
580,royalblue,20,Aggressive,BE
581,royalblue,21,Aggressive,BE
582,royalblue,23,Aggressive,BE
583,royalblue,18,Aggressive,BE
584,royalblue,22,Aggressive,BE
585,royalblue,22,Aggressive,BE
586,fuchsia,19,Aggressive,LA
587,fuchsia,23,Aggressive,LA
588,royalblue,23,Aggressive,BE
589,fuchsia,23,Aggressive,LA
590,royalblue,19,Aggressive,BE
591,fuchsia,27,Aggressive,LA
592,royalblue,18,Aggressive,BE
593,fuchsia,26,Aggressive,LA
594,black,29,Aggressive,PP
595,royalblue,17,Aggressive,BE
596,fuchsia,18,Aggressive,LA
597,royalblue,22,Aggressive,BE
598,black,26,Aggressive,PP
599,royalblue,18,Aggressive,BE
